# Registry dump
# Registry: minecraft:item
# Minecraft: 1.21.1
# Entries: 14351
# Generated: 2026-06-14T13:45:01.2298569+08:00

amendments:dragon_charge raw_id=8533 class=net.mehvahdjukaar.amendments.common.item.DragonChargeItem
ultramarine:green_weathered_bricks raw_id=13650 class=net.minecraft.world.item.BlockItem
ultramarine:green_weathered_stone raw_id=13667 class=net.minecraft.world.item.BlockItem
ultramarine:green_white_red_carved_wood raw_id=13785 class=net.minecraft.world.item.BlockItem
ultramarine:gunny_sack raw_id=14047 class=net.minecraft.world.item.BlockItem
ultramarine:gutou_template raw_id=14263 class=com.voxelutopia.ultramarine.world.item.ChiselTemplate
ultramarine:hanging_painting_fan raw_id=14061 class=net.minecraft.world.item.BlockItem
ultramarine:hanging_red_lantern_streetlight raw_id=14166 class=net.minecraft.world.item.BlockItem
ultramarine:hematite_dust raw_id=14182 class=net.minecraft.world.item.Item
ultramarine:hematite_ore raw_id=14175 class=net.minecraft.world.item.BlockItem
ultramarine:high_table_with_white_top raw_id=14081 class=net.minecraft.world.item.BlockItem
ultramarine:horizontal_calligraphy raw_id=14056 class=net.minecraft.world.item.BlockItem
ultramarine:horizontal_gilded_dark_oak_queti raw_id=13924 class=net.minecraft.world.item.BlockItem
ultramarine:horizontal_landscape_painting raw_id=14057 class=net.minecraft.world.item.BlockItem
ultramarine:horizontal_old_landscape_painting raw_id=14055 class=net.minecraft.world.item.BlockItem
ultramarine:icicle raw_id=14071 class=net.minecraft.world.item.BlockItem
ultramarine:imperial_jade_seal raw_id=14022 class=net.minecraft.world.item.BlockItem
ultramarine:incense raw_id=14268 class=net.minecraft.world.item.Item
ultramarine:jade raw_id=14178 class=net.minecraft.world.item.Item
ultramarine:jade_block raw_id=14276 class=net.minecraft.world.item.BlockItem
ultramarine:jade_candlestick raw_id=14170 class=net.minecraft.world.item.BlockItem
ultramarine:jade_ore raw_id=14171 class=net.minecraft.world.item.BlockItem
ultramarine:jade_parts raw_id=14238 class=net.minecraft.world.item.Item
ultramarine:jade_pendant raw_id=14021 class=net.minecraft.world.item.BlockItem
ultramarine:jungle_bracket raw_id=13751 class=net.minecraft.world.item.BlockItem
ultramarine:jungle_rafter raw_id=13884 class=net.minecraft.world.item.BlockItem
ultramarine:jungle_rafter_end raw_id=13885 class=net.minecraft.world.item.BlockItem
ultramarine:knife raw_id=14039 class=net.minecraft.world.item.BlockItem
ultramarine:knife_rest raw_id=14052 class=net.minecraft.world.item.BlockItem
ultramarine:knocker raw_id=14105 class=net.minecraft.world.item.BlockItem
ultramarine:large_blue_and_white_porcelain_vase raw_id=14011 class=net.minecraft.world.item.BlockItem
ultramarine:large_blue_curtain raw_id=14113 class=net.minecraft.world.item.BlockItem
ultramarine:large_bonsai raw_id=14154 class=net.minecraft.world.item.BlockItem
ultramarine:large_clay_vase raw_id=14218 class=net.minecraft.world.item.Item
ultramarine:large_gray_su_style_caihua raw_id=13964 class=net.minecraft.world.item.BlockItem
ultramarine:large_green_ivy raw_id=14136 class=net.minecraft.world.item.BlockItem
ultramarine:large_green_su_style_caihua raw_id=13963 class=net.minecraft.world.item.BlockItem
ultramarine:large_greeting_pine_bonsai raw_id=14142 class=net.minecraft.world.item.BlockItem
ultramarine:large_icicle raw_id=14072 class=net.minecraft.world.item.BlockItem
ultramarine:large_landscape_painting_screen raw_id=14096 class=net.minecraft.world.item.BlockItem
ultramarine:large_leaf_pile raw_id=14139 class=net.minecraft.world.item.BlockItem
ultramarine:large_lotus_leaf raw_id=14122 class=com.voxelutopia.ultramarine.world.item.AquaticPlantBlockItem
ultramarine:large_red_ivy raw_id=14130 class=net.minecraft.world.item.BlockItem
ultramarine:large_rosewood_panel raw_id=14108 class=net.minecraft.world.item.BlockItem
ultramarine:large_rosewood_panel_edge raw_id=14109 class=net.minecraft.world.item.BlockItem
ultramarine:large_table raw_id=14086 class=net.minecraft.world.item.BlockItem
ultramarine:large_tea_table raw_id=14079 class=net.minecraft.world.item.BlockItem
ultramarine:large_white_porcelain_vase raw_id=14226 class=net.minecraft.world.item.Item
ultramarine:large_white_porcelain_vase_bonsai raw_id=14145 class=net.minecraft.world.item.BlockItem
ultramarine:large_white_su_style_caihua raw_id=13962 class=net.minecraft.world.item.BlockItem
ultramarine:large_wooden_gualuo raw_id=13935 class=net.minecraft.world.item.BlockItem
ultramarine:large_wooden_gualuo_edge raw_id=13936 class=net.minecraft.world.item.BlockItem
ultramarine:large_wooden_queti_edge raw_id=13930 class=net.minecraft.world.item.BlockItem
ultramarine:large_yellow_carved_pattern raw_id=13947 class=net.minecraft.world.item.BlockItem
ultramarine:large_yellow_ivy raw_id=14133 class=net.minecraft.world.item.BlockItem
ultramarine:layered_cyan_floor_tiles raw_id=13680 class=net.minecraft.world.item.BlockItem
ultramarine:light_blue_dye_powder raw_id=14244 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:light_blue_su_style_caihua raw_id=13958 class=net.minecraft.world.item.BlockItem
ultramarine:light_cyan_floor_tile raw_id=13668 class=net.minecraft.world.item.BlockItem
ultramarine:light_cyan_floor_tile_slab raw_id=13669 class=net.minecraft.world.item.BlockItem
ultramarine:light_cyan_floor_tile_stairs raw_id=13670 class=net.minecraft.world.item.BlockItem
ultramarine:light_cyan_floor_tile_wall raw_id=13671 class=net.minecraft.world.item.BlockItem
ultramarine:light_gray_dye_powder raw_id=14249 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:light_yellow_su_style_caihua raw_id=13960 class=net.minecraft.world.item.BlockItem
ultramarine:lime_dye_powder raw_id=14246 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:long_gilded_dark_oak_queti raw_id=13922 class=net.minecraft.world.item.BlockItem
ultramarine:long_gilded_dark_oak_queti_edge raw_id=13923 class=net.minecraft.world.item.BlockItem
ultramarine:long_hanging_painting raw_id=14053 class=net.minecraft.world.item.BlockItem
ultramarine:long_pillow raw_id=14023 class=net.minecraft.world.item.BlockItem
ultramarine:long_table raw_id=14087 class=net.minecraft.world.item.BlockItem
ultramarine:long_yellow_carved_zhaotou_pattern raw_id=13950 class=net.minecraft.world.item.BlockItem
ultramarine:long_yellow_hanging_painting raw_id=14058 class=net.minecraft.world.item.BlockItem
ultramarine:loong_tuanhua raw_id=13965 class=net.minecraft.world.item.BlockItem
ultramarine:lotus_bud raw_id=14126 class=com.voxelutopia.ultramarine.world.item.AquaticPlantBlockItem
ultramarine:lotus_leaves_bowl raw_id=14155 class=net.minecraft.world.item.BlockItem
ultramarine:magenta_dye_powder raw_id=14243 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:magnesite raw_id=14179 class=net.minecraft.world.item.Item
ultramarine:magnesite_dust raw_id=14180 class=net.minecraft.world.item.Item
ultramarine:magnesite_ore raw_id=14173 class=net.minecraft.world.item.BlockItem
ultramarine:mangrove_bracket raw_id=13756 class=net.minecraft.world.item.BlockItem
ultramarine:mangrove_rafter raw_id=13894 class=net.minecraft.world.item.BlockItem
ultramarine:mangrove_rafter_end raw_id=13895 class=net.minecraft.world.item.BlockItem
ultramarine:medium_blue_curtain raw_id=14114 class=net.minecraft.world.item.BlockItem
ultramarine:medium_bonsai raw_id=14153 class=net.minecraft.world.item.BlockItem
ultramarine:medium_clay_vase raw_id=14217 class=net.minecraft.world.item.Item
ultramarine:medium_green_ivy raw_id=14135 class=net.minecraft.world.item.BlockItem
ultramarine:medium_green_porcelain_vase raw_id=14228 class=net.minecraft.world.item.Item
ultramarine:medium_greeting_pine_bonsai raw_id=14141 class=net.minecraft.world.item.BlockItem
ultramarine:medium_leaf_pile raw_id=14138 class=net.minecraft.world.item.BlockItem
ultramarine:medium_lotus raw_id=14127 class=com.voxelutopia.ultramarine.world.item.AquaticPlantBlockItem
ultramarine:medium_lotus_leaf raw_id=14121 class=com.voxelutopia.ultramarine.world.item.AquaticPlantBlockItem
ultramarine:medium_lotus_leaf_cluster raw_id=14125 class=com.voxelutopia.ultramarine.world.item.AquaticPlantBlockItem
ultramarine:medium_red_ivy raw_id=14129 class=net.minecraft.world.item.BlockItem
ultramarine:medium_su_style_caihua raw_id=13961 class=net.minecraft.world.item.BlockItem
ultramarine:medium_white_porcelain_vase raw_id=14225 class=net.minecraft.world.item.Item
ultramarine:medium_white_porcelain_vase_bonsai raw_id=14144 class=net.minecraft.world.item.BlockItem
ultramarine:medium_yellow_carved_pattern raw_id=13948 class=net.minecraft.world.item.BlockItem
ultramarine:medium_yellow_ivy raw_id=14132 class=net.minecraft.world.item.BlockItem
ultramarine:memorial_tablet raw_id=14016 class=net.minecraft.world.item.BlockItem
ultramarine:ming_blue_gilded_jinzhuomo_shinianyu_xuanzi_fangxin raw_id=13842 class=net.minecraft.world.item.BlockItem
ultramarine:ming_blue_gilded_jinzhuomo_shinianyu_xuanzi_fangxin_edge raw_id=13843 class=net.minecraft.world.item.BlockItem
ultramarine:ming_blue_jinzhuomo_shinianyu_xuanzi_fangxin_edge raw_id=13841 class=net.minecraft.world.item.BlockItem
ultramarine:ming_green_gilded_jinzhuomo_shinianyu_xuanzi_fangxin raw_id=13844 class=net.minecraft.world.item.BlockItem
ultramarine:ming_green_gilded_jinzhuomo_shinianyu_xuanzi_fangxin_edge raw_id=13845 class=net.minecraft.world.item.BlockItem
ultramarine:ming_yanzhuomo_shinianyu_outer_gutou_edge raw_id=13876 class=net.minecraft.world.item.BlockItem
ultramarine:ming_yanzhuomo_shinianyu_outer_zhaotou raw_id=13869 class=net.minecraft.world.item.BlockItem
ultramarine:ming_yanzhuomo_shinianyu_outer_zhaotou_edge raw_id=13870 class=net.minecraft.world.item.BlockItem
ultramarine:mixed_cyan_floor_tiles raw_id=13682 class=net.minecraft.world.item.BlockItem
ultramarine:mooncake raw_id=14278 class=com.voxelutopia.ultramarine.world.item.BaseFood
ultramarine:mung_bean_cake raw_id=14279 class=com.voxelutopia.ultramarine.world.item.BaseFood
ultramarine:nether_cobalt_ore raw_id=14177 class=net.minecraft.world.item.BlockItem
ultramarine:oak_bed raw_id=14094 class=net.minecraft.world.item.BlockItem
ultramarine:oak_bracket raw_id=13748 class=net.minecraft.world.item.BlockItem
ultramarine:oak_cabinet raw_id=14076 class=net.minecraft.world.item.BlockItem
ultramarine:oak_rafter raw_id=13878 class=net.minecraft.world.item.BlockItem
ultramarine:oak_rafter_end raw_id=13879 class=net.minecraft.world.item.BlockItem
ultramarine:octagonal_palace_lantern raw_id=14156 class=net.minecraft.world.item.BlockItem
ultramarine:orange_and_blue_carved_wood raw_id=13775 class=net.minecraft.world.item.BlockItem
ultramarine:orange_and_green_carved_wood raw_id=13776 class=net.minecraft.world.item.BlockItem
ultramarine:orange_basket raw_id=13993 class=net.minecraft.world.item.BlockItem
ultramarine:orange_dye_powder raw_id=14242 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:painted_chair raw_id=14090 class=net.minecraft.world.item.BlockItem
ultramarine:painted_screen raw_id=14097 class=net.minecraft.world.item.BlockItem
ultramarine:painting_scroll raw_id=14003 class=net.minecraft.world.item.BlockItem
ultramarine:pale_yellow_stone raw_id=13654 class=net.minecraft.world.item.BlockItem
ultramarine:pale_yellow_stone_slab raw_id=13655 class=net.minecraft.world.item.BlockItem
ultramarine:pale_yellow_stone_stairs raw_id=13656 class=net.minecraft.world.item.BlockItem
ultramarine:paper raw_id=14005 class=net.minecraft.world.item.BlockItem
ultramarine:paper_strip_seal raw_id=14112 class=net.minecraft.world.item.BlockItem
ultramarine:pear_basket raw_id=13996 class=net.minecraft.world.item.BlockItem
ultramarine:pink_dye_powder raw_id=14247 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:plaque raw_id=14111 class=net.minecraft.world.item.BlockItem
ultramarine:plated_fish raw_id=14067 class=net.minecraft.world.item.BlockItem
ultramarine:plated_ham raw_id=14066 class=net.minecraft.world.item.BlockItem
ultramarine:plated_mooncakes raw_id=14064 class=net.minecraft.world.item.BlockItem
ultramarine:plated_mung_bean_cakes raw_id=14065 class=net.minecraft.world.item.BlockItem
ultramarine:polished_acacia_plank raw_id=14205 class=net.minecraft.world.item.Item
ultramarine:polished_birch_plank raw_id=14202 class=net.minecraft.world.item.Item
ultramarine:polished_cherry_plank raw_id=14210 class=net.minecraft.world.item.Item
ultramarine:polished_crimson_plank raw_id=14208 class=net.minecraft.world.item.Item
ultramarine:polished_dark_oak_plank raw_id=14206 class=net.minecraft.world.item.Item
ultramarine:polished_ebony_plank raw_id=14212 class=net.minecraft.world.item.Item
ultramarine:polished_jungle_plank raw_id=14204 class=net.minecraft.world.item.Item
ultramarine:polished_mangrove_plank raw_id=14209 class=net.minecraft.world.item.Item
ultramarine:polished_oak_plank raw_id=14201 class=net.minecraft.world.item.Item
ultramarine:polished_rosewood_plank raw_id=14211 class=net.minecraft.world.item.Item
ultramarine:polished_spruce_plank raw_id=14203 class=net.minecraft.world.item.Item
ultramarine:polished_warped_plank raw_id=14207 class=net.minecraft.world.item.Item
ultramarine:polished_weathered_stone raw_id=13663 class=net.minecraft.world.item.BlockItem
ultramarine:polished_weathered_stone_slab raw_id=13664 class=net.minecraft.world.item.BlockItem
ultramarine:polished_weathered_stone_stairs raw_id=13665 class=net.minecraft.world.item.BlockItem
ultramarine:polished_weathered_stone_wall raw_id=13666 class=net.minecraft.world.item.BlockItem
ultramarine:porcelain_inlaid_grand_chair raw_id=14092 class=net.minecraft.world.item.BlockItem
ultramarine:porcelain_inlaid_table raw_id=14083 class=net.minecraft.world.item.BlockItem
ultramarine:porcelain_parts raw_id=14239 class=net.minecraft.world.item.Item
ultramarine:porcelain_piece raw_id=14235 class=net.minecraft.world.item.Item
ultramarine:porcelain_teapot raw_id=14019 class=net.minecraft.world.item.BlockItem
ultramarine:portrait raw_id=14060 class=net.minecraft.world.item.BlockItem
ultramarine:prismarine_dust raw_id=14193 class=net.minecraft.world.item.Item
ultramarine:purple_dye_powder raw_id=14251 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:purple_silk_fabric_roll raw_id=14027 class=net.minecraft.world.item.BlockItem
ultramarine:qing_blue_plain_jinzhuomo_shinianyu_fangxin raw_id=13846 class=net.minecraft.world.item.BlockItem
ultramarine:qing_golden_dragon_ceiling raw_id=13977 class=net.minecraft.world.item.BlockItem
ultramarine:qing_green_beam_head raw_id=13911 class=net.minecraft.world.item.BlockItem
ultramarine:rafter_end_template raw_id=14265 class=com.voxelutopia.ultramarine.world.item.ChiselTemplate
ultramarine:rafter_template raw_id=14264 class=com.voxelutopia.ultramarine.world.item.ChiselTemplate
ultramarine:raw_cobalt raw_id=14183 class=net.minecraft.world.item.Item
ultramarine:raw_hematite raw_id=14181 class=net.minecraft.world.item.Item
ultramarine:raw_meat raw_id=14280 class=com.voxelutopia.ultramarine.world.item.BaseFood
ultramarine:red_and_blue_carved_architrave raw_id=13914 class=net.minecraft.world.item.BlockItem
ultramarine:red_and_blue_carved_architrave_slab raw_id=13915 class=net.minecraft.world.item.BlockItem
ultramarine:red_and_blue_zhaotou raw_id=13865 class=net.minecraft.world.item.BlockItem
ultramarine:red_and_cyan_carved_architrave raw_id=13912 class=net.minecraft.world.item.BlockItem
ultramarine:red_and_cyan_carved_architrave_slab raw_id=13913 class=net.minecraft.world.item.BlockItem
ultramarine:red_and_cyan_tuanhua_slab raw_id=13918 class=net.minecraft.world.item.BlockItem
ultramarine:red_and_green_carved_wood raw_id=13782 class=net.minecraft.world.item.BlockItem
ultramarine:red_blue_red_fangxin raw_id=13839 class=net.minecraft.world.item.BlockItem
ultramarine:red_candle raw_id=14168 class=net.minecraft.world.item.BlockItem
ultramarine:red_carved_architrave raw_id=13919 class=net.minecraft.world.item.BlockItem
ultramarine:red_carved_carpet raw_id=13798 class=net.minecraft.world.item.BlockItem
ultramarine:red_carved_wood raw_id=13759 class=net.minecraft.world.item.BlockItem
ultramarine:red_carved_wooden_slab raw_id=13760 class=net.minecraft.world.item.BlockItem
ultramarine:red_carved_wooden_stairs raw_id=13761 class=net.minecraft.world.item.BlockItem
ultramarine:red_coral_bonsai raw_id=14148 class=net.minecraft.world.item.BlockItem
ultramarine:red_curtain raw_id=14116 class=net.minecraft.world.item.BlockItem
ultramarine:red_curtain_corner raw_id=14117 class=net.minecraft.world.item.BlockItem
ultramarine:red_cyan_blue_fangxin raw_id=13833 class=net.minecraft.world.item.BlockItem
ultramarine:red_cyan_blue_fangxin_edge raw_id=13834 class=net.minecraft.world.item.BlockItem
ultramarine:red_dye_powder raw_id=14255 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:red_floor_tile raw_id=13689 class=net.minecraft.world.item.BlockItem
ultramarine:red_floor_tile_slab raw_id=13690 class=net.minecraft.world.item.BlockItem
ultramarine:red_floor_tile_stairs raw_id=13691 class=net.minecraft.world.item.BlockItem
ultramarine:red_floor_tile_wall raw_id=13692 class=net.minecraft.world.item.BlockItem
ultramarine:red_green_blue_zhaotou raw_id=13867 class=net.minecraft.world.item.BlockItem
ultramarine:red_lantern_streetlight raw_id=14165 class=net.minecraft.world.item.BlockItem
ultramarine:red_plum_bonsai raw_id=14149 class=net.minecraft.world.item.BlockItem
ultramarine:red_silk_fabric_roll raw_id=14025 class=net.minecraft.world.item.BlockItem
ultramarine:red_sky_lantern raw_id=14160 class=net.minecraft.world.item.BlockItem
ultramarine:red_wooden_railing raw_id=13981 class=net.minecraft.world.item.BlockItem
ultramarine:red_wooden_railing_edge raw_id=13982 class=net.minecraft.world.item.BlockItem
ultramarine:rosewood_door_panel raw_id=14107 class=net.minecraft.world.item.BlockItem
ultramarine:rosewood_fence raw_id=13707 class=net.minecraft.world.item.BlockItem
ultramarine:rosewood_panel raw_id=14106 class=net.minecraft.world.item.BlockItem
ultramarine:rosewood_planks raw_id=13704 class=net.minecraft.world.item.BlockItem
ultramarine:rosewood_slab raw_id=13705 class=net.minecraft.world.item.BlockItem
ultramarine:rosewood_stairs raw_id=13706 class=net.minecraft.world.item.BlockItem
ultramarine:royal_censer raw_id=14018 class=net.minecraft.world.item.BlockItem
ultramarine:royal_rosewood_window raw_id=14101 class=net.minecraft.world.item.BlockItem
ultramarine:ruler raw_id=14002 class=net.minecraft.world.item.BlockItem
ultramarine:sack raw_id=14035 class=net.minecraft.world.item.BlockItem
ultramarine:scattered_carrots raw_id=14068 class=net.minecraft.world.item.BlockItem
ultramarine:short_blue_and_white_porcelain_pot raw_id=14012 class=net.minecraft.world.item.BlockItem
ultramarine:short_glazed_queti raw_id=13931 class=net.minecraft.world.item.BlockItem
ultramarine:short_thick_glazed_queti raw_id=13933 class=net.minecraft.world.item.BlockItem
ultramarine:silk raw_id=14271 class=net.minecraft.world.item.Item
ultramarine:sincere_calligraphy raw_id=14062 class=net.minecraft.world.item.BlockItem
ultramarine:small_blue_curtain raw_id=14115 class=net.minecraft.world.item.BlockItem
ultramarine:small_clay_vase raw_id=14216 class=net.minecraft.world.item.Item
ultramarine:small_dark_green_lotus_leaf raw_id=14120 class=com.voxelutopia.ultramarine.world.item.AquaticPlantBlockItem
ultramarine:small_ebony_table raw_id=14085 class=net.minecraft.world.item.BlockItem
ultramarine:small_green_glazed_guardian_lion raw_id=13989 class=net.minecraft.world.item.BlockItem
ultramarine:small_green_ivy raw_id=14134 class=net.minecraft.world.item.BlockItem
ultramarine:small_green_porcelain_vase raw_id=14227 class=net.minecraft.world.item.Item
ultramarine:small_green_porcelain_vase_bonsai raw_id=14146 class=net.minecraft.world.item.BlockItem
ultramarine:small_greeting_pine_bonsai raw_id=14140 class=net.minecraft.world.item.BlockItem
ultramarine:small_jade_guardian_lion raw_id=13987 class=net.minecraft.world.item.BlockItem
ultramarine:small_leaf_pile raw_id=14137 class=net.minecraft.world.item.BlockItem
ultramarine:small_lotus_leaf raw_id=14119 class=com.voxelutopia.ultramarine.world.item.AquaticPlantBlockItem
ultramarine:small_lotus_leaf_cluster raw_id=14124 class=com.voxelutopia.ultramarine.world.item.AquaticPlantBlockItem
ultramarine:small_red_ivy raw_id=14128 class=net.minecraft.world.item.BlockItem
ultramarine:small_red_lantern raw_id=14158 class=net.minecraft.world.item.BlockItem
ultramarine:small_standing_lamp raw_id=14163 class=net.minecraft.world.item.BlockItem
ultramarine:small_stone_guardian_lion raw_id=13986 class=net.minecraft.world.item.BlockItem
ultramarine:small_table raw_id=14084 class=net.minecraft.world.item.BlockItem
ultramarine:small_white_porcelain_vase raw_id=14224 class=net.minecraft.world.item.Item
ultramarine:small_white_porcelain_vase_bonsai raw_id=14143 class=net.minecraft.world.item.BlockItem
ultramarine:small_wooden_guardian_lion raw_id=13985 class=net.minecraft.world.item.BlockItem
ultramarine:small_yellow_glazed_guardian_lion raw_id=13988 class=net.minecraft.world.item.BlockItem
ultramarine:small_yellow_ivy raw_id=14131 class=net.minecraft.world.item.BlockItem
ultramarine:song_wooden_door raw_id=14099 class=net.minecraft.world.item.BlockItem
ultramarine:song_wooden_window raw_id=14100 class=net.minecraft.world.item.BlockItem
ultramarine:spruce_bracket raw_id=13749 class=net.minecraft.world.item.BlockItem
ultramarine:spruce_pillar_base raw_id=13803 class=net.minecraft.world.item.BlockItem
ultramarine:spruce_rafter raw_id=13880 class=net.minecraft.world.item.BlockItem
ultramarine:spruce_rafter_end raw_id=13881 class=net.minecraft.world.item.BlockItem
ultramarine:square_palace_lantern raw_id=14157 class=net.minecraft.world.item.BlockItem
ultramarine:standing_lamp raw_id=14162 class=net.minecraft.world.item.BlockItem
ultramarine:stone_flower_window raw_id=14104 class=net.minecraft.world.item.BlockItem
ultramarine:stone_lamp raw_id=14164 class=net.minecraft.world.item.BlockItem
ultramarine:stone_pedestal raw_id=14042 class=net.minecraft.world.item.BlockItem
ultramarine:stone_pillar_base raw_id=13813 class=net.minecraft.world.item.BlockItem
ultramarine:straw_hat raw_id=14038 class=net.minecraft.world.item.BlockItem
ultramarine:streetlight_pole raw_id=14167 class=net.minecraft.world.item.BlockItem
ultramarine:stripped_dark_oak_pillar_base raw_id=13804 class=net.minecraft.world.item.BlockItem
ultramarine:sundial raw_id=14040 class=net.minecraft.world.item.BlockItem
ultramarine:tall_blue_and_white_porcelain_bonsai raw_id=14152 class=net.minecraft.world.item.BlockItem
ultramarine:tall_blue_and_white_porcelain_pot raw_id=14013 class=net.minecraft.world.item.BlockItem
ultramarine:tall_blue_and_white_porcelain_vase raw_id=14230 class=net.minecraft.world.item.Item
ultramarine:tall_blue_porcelain_vase raw_id=14229 class=net.minecraft.world.item.Item
ultramarine:tall_blue_vase_bonsai raw_id=14151 class=net.minecraft.world.item.BlockItem
ultramarine:tall_clay_pot raw_id=14221 class=net.minecraft.world.item.Item
ultramarine:tall_clay_vase raw_id=14219 class=net.minecraft.world.item.Item
ultramarine:tall_royal_rosewood_window raw_id=14102 class=net.minecraft.world.item.BlockItem
ultramarine:tall_wooden_queti_edge raw_id=13929 class=net.minecraft.world.item.BlockItem
ultramarine:teahouse_flag raw_id=14051 class=net.minecraft.world.item.BlockItem
ultramarine:terracotta_flowerpot raw_id=14032 class=net.minecraft.world.item.BlockItem
ultramarine:terracotta_pot raw_id=14043 class=net.minecraft.world.item.BlockItem
ultramarine:thick_carved_queti raw_id=13932 class=net.minecraft.world.item.BlockItem
ultramarine:tilted_lotus_leaf raw_id=14123 class=com.voxelutopia.ultramarine.world.item.AquaticPlantBlockItem
ultramarine:tricolor_candlestick raw_id=14169 class=net.minecraft.world.item.BlockItem
ultramarine:unfired_black_brick raw_id=14190 class=net.minecraft.world.item.Item
ultramarine:unfired_brownish_red_stone_brick raw_id=14191 class=net.minecraft.world.item.Item
ultramarine:unfired_clay_brick raw_id=14188 class=net.minecraft.world.item.Item
ultramarine:unfired_cyan_brick raw_id=14189 class=net.minecraft.world.item.Item
ultramarine:unfired_roof_tile raw_id=14194 class=net.minecraft.world.item.Item
ultramarine:variegated_rock_slab raw_id=13658 class=net.minecraft.world.item.BlockItem
ultramarine:variegated_rock_stairs raw_id=13659 class=net.minecraft.world.item.BlockItem
ultramarine:variegated_rocks raw_id=13657 class=net.minecraft.world.item.BlockItem
ultramarine:varnished_rosewood raw_id=13708 class=net.minecraft.world.item.BlockItem
ultramarine:varnished_rosewood_bracket raw_id=13758 class=net.minecraft.world.item.BlockItem
ultramarine:vertical_cyan_floor_tiles raw_id=13681 class=net.minecraft.world.item.BlockItem
ultramarine:vertical_gilded_dark_oak_queti raw_id=13926 class=net.minecraft.world.item.BlockItem
ultramarine:warped_bracket raw_id=13755 class=net.minecraft.world.item.BlockItem
ultramarine:warped_cabinet raw_id=14077 class=net.minecraft.world.item.BlockItem
ultramarine:warped_rafter raw_id=13892 class=net.minecraft.world.item.BlockItem
ultramarine:warped_rafter_end raw_id=13893 class=net.minecraft.world.item.BlockItem
ultramarine:weathered_red_stone_tile raw_id=13685 class=net.minecraft.world.item.BlockItem
ultramarine:weathered_red_stone_tile_slab raw_id=13686 class=net.minecraft.world.item.BlockItem
ultramarine:weathered_red_stone_tile_stairs raw_id=13687 class=net.minecraft.world.item.BlockItem
ultramarine:weathered_red_stone_tile_wall raw_id=13688 class=net.minecraft.world.item.BlockItem
ultramarine:weathered_stone raw_id=13660 class=net.minecraft.world.item.BlockItem
ultramarine:weathered_stone_slab raw_id=13661 class=net.minecraft.world.item.BlockItem
ultramarine:weathered_stone_stairs raw_id=13662 class=net.minecraft.world.item.BlockItem
ultramarine:white_and_blue_fangxin raw_id=13831 class=net.minecraft.world.item.BlockItem
ultramarine:white_and_blue_fangxin_edge raw_id=13832 class=net.minecraft.world.item.BlockItem
ultramarine:white_and_cyan_fangxin raw_id=13829 class=net.minecraft.world.item.BlockItem
ultramarine:white_and_cyan_fangxin_edge raw_id=13830 class=net.minecraft.world.item.BlockItem
ultramarine:white_and_pink_mixed_brick_slab raw_id=13647 class=net.minecraft.world.item.BlockItem
ultramarine:white_and_pink_mixed_brick_stairs raw_id=13648 class=net.minecraft.world.item.BlockItem
ultramarine:white_and_pink_mixed_brick_wall raw_id=13649 class=net.minecraft.world.item.BlockItem
ultramarine:white_and_pink_mixed_bricks raw_id=13646 class=net.minecraft.world.item.BlockItem
ultramarine:white_and_red_slab raw_id=13920 class=net.minecraft.world.item.BlockItem
ultramarine:white_blue_green_zhaotou raw_id=13868 class=net.minecraft.world.item.BlockItem
ultramarine:white_dye_powder raw_id=14241 class=com.voxelutopia.ultramarine.world.item.DyePowder
ultramarine:white_landscape_painting raw_id=14054 class=net.minecraft.world.item.BlockItem
ultramarine:white_marble_railing raw_id=13978 class=net.minecraft.world.item.BlockItem
ultramarine:white_marble_railing_slant raw_id=13979 class=net.minecraft.world.item.BlockItem
ultramarine:white_sky_lantern raw_id=14159 class=net.minecraft.world.item.BlockItem
ultramarine:wind_chime raw_id=14024 class=net.minecraft.world.item.BlockItem
ultramarine:wine_pot raw_id=14069 class=net.minecraft.world.item.BlockItem
ultramarine:wooden_crate raw_id=14046 class=net.minecraft.world.item.BlockItem
ultramarine:wooden_frame raw_id=14213 class=net.minecraft.world.item.Item
ultramarine:wooden_gualuo raw_id=13934 class=net.minecraft.world.item.BlockItem
ultramarine:wooden_mallet raw_id=14283 class=com.voxelutopia.ultramarine.world.item.WoodenMallet
ultramarine:wooden_parts raw_id=14236 class=net.minecraft.world.item.Item
ultramarine:wooden_poles raw_id=14050 class=net.minecraft.world.item.BlockItem
ultramarine:wooden_queti raw_id=13927 class=net.minecraft.world.item.BlockItem
ultramarine:wooden_queti_edge raw_id=13928 class=net.minecraft.world.item.BlockItem
ultramarine:wooden_railing raw_id=13983 class=net.minecraft.world.item.BlockItem
ultramarine:wooden_railing_variant raw_id=13984 class=net.minecraft.world.item.BlockItem
ultramarine:wooden_stool raw_id=14091 class=net.minecraft.world.item.BlockItem
