# Registry dump
# Registry: minecraft:block
# Minecraft: 1.21.1
# Entries: 10760
# Generated: 2026-06-14T13:47:24.1922436+08:00

amendments:carpet_slab raw_id=6642 class=net.mehvahdjukaar.amendments.common.block.CarpetSlabBlock
youkaishomecoming:crimson_stairs_with_spruce raw_id=4277 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:crimson_stairs_with_warped raw_id=4358 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:crimson_vertical_slab raw_id=4124 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:cross_framed_sikkui raw_id=4065 class=net.minecraft.world.level.block.Block
youkaishomecoming:cross_framed_sikkui_slab raw_id=4068 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:cross_framed_sikkui_slab_with_deepslate_tiles raw_id=4489 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cross_framed_sikkui_slab_with_light_yellow_cross_framed_sikkui raw_id=4474 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cross_framed_sikkui_slab_with_light_yellow_sikkui raw_id=4432 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cross_framed_sikkui_slab_with_nether_brick raw_id=4483 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cross_framed_sikkui_slab_with_red_nether_brick raw_id=4486 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cross_framed_sikkui_slab_with_sikkui raw_id=4408 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cross_framed_sikkui_stairs raw_id=4067 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:cross_framed_sikkui_stairs_with_brick raw_id=4482 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cross_framed_sikkui_stairs_with_brown_cross_framed_sikkui raw_id=4479 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cross_framed_sikkui_stairs_with_brown_sikkui raw_id=4455 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cross_framed_sikkui_stairs_with_deepslate_tiles raw_id=4490 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cross_framed_sikkui_stairs_with_light_yellow_cross_framed_sikkui raw_id=4475 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cross_framed_sikkui_stairs_with_light_yellow_sikkui raw_id=4433 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cross_framed_sikkui_stairs_with_nether_brick raw_id=4484 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cross_framed_sikkui_stairs_with_red_nether_brick raw_id=4487 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cross_framed_sikkui_stairs_with_sikkui raw_id=4409 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cross_framed_sikkui_trap_door raw_id=4066 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinTrapdoorBlock
youkaishomecoming:cross_framed_sikkui_vertical_slab raw_id=4069 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:cucumber raw_id=5007 class=dev.xkmc.youkaishomecoming.content.block.plant.rope.CucumberCropBlock
youkaishomecoming:cucumber_basket raw_id=4994 class=dev.xkmc.l2modularblock.core.DelegateBlockImpl
youkaishomecoming:cuisine_board raw_id=4019 class=dev.xkmc.l2modularblock.core.DelegateEntityBlockImpl
youkaishomecoming:cyan_concrete_slab raw_id=4184 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:cyan_concrete_slab_with_gray_concrete raw_id=4855 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_green_concrete raw_id=4906 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_light_blue_concrete raw_id=4741 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_light_gray_concrete raw_id=4876 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_lime_concrete raw_id=4804 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_magenta_concrete raw_id=4705 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_orange_concrete raw_id=4666 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_pink_concrete raw_id=4831 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_purple_concrete raw_id=4897 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_red_concrete raw_id=4909 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_white_concrete raw_id=4624 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_slab_with_yellow_concrete raw_id=4774 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:cyan_concrete_stairs raw_id=4183 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:cyan_concrete_stairs_with_black_concrete raw_id=4914 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_blue_concrete raw_id=4902 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_brown_concrete raw_id=4905 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_gray_concrete raw_id=4856 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_green_concrete raw_id=4907 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_light_blue_concrete raw_id=4742 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_light_gray_concrete raw_id=4877 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_lime_concrete raw_id=4805 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_magenta_concrete raw_id=4706 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_orange_concrete raw_id=4667 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_pink_concrete raw_id=4832 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_purple_concrete raw_id=4898 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_red_concrete raw_id=4910 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_white_concrete raw_id=4625 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_stairs_with_yellow_concrete raw_id=4775 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:cyan_concrete_vertical_slab raw_id=4185 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:dark_oak_dining_chair raw_id=4039 class=dev.xkmc.youkaishomecoming.content.block.furniture.WoodChairBlock
youkaishomecoming:dark_oak_dining_table raw_id=4038 class=dev.xkmc.youkaishomecoming.content.block.furniture.WoodTableBlock
youkaishomecoming:dark_oak_handrail raw_id=4037 class=dev.xkmc.youkaishomecoming.content.block.variants.MultiFenceBlock
youkaishomecoming:dark_oak_slab_with_jungle raw_id=4294 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:dark_oak_slab_with_mangrove raw_id=4327 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:dark_oak_slab_with_oak raw_id=4213 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:dark_oak_slab_with_spruce raw_id=4270 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:dark_oak_slab_with_warped raw_id=4324 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:dark_oak_stairs_with_acacia raw_id=4320 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_bamboo raw_id=4335 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_bamboo_mosaic raw_id=4338 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_birch raw_id=4245 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_cherry raw_id=4332 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_crimson raw_id=4323 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_jungle raw_id=4295 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_mangrove raw_id=4328 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_oak raw_id=4214 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_spruce raw_id=4271 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_stairs_with_warped raw_id=4325 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:dark_oak_vertical_slab raw_id=4122 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:darkstone raw_id=4974 class=net.minecraft.world.level.block.Block
youkaishomecoming:darkstone_brick_slab raw_id=4980 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:darkstone_brick_stairs raw_id=4979 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:darkstone_brick_vertical_slab raw_id=4981 class=dev.xkmc.youkaishomecoming.content.block.deco.VerticalSlabBlock
youkaishomecoming:darkstone_bricks raw_id=4978 class=net.minecraft.world.level.block.Block
youkaishomecoming:darkstone_slab raw_id=4976 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:darkstone_stairs raw_id=4975 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:darkstone_vertical_slab raw_id=4977 class=dev.xkmc.youkaishomecoming.content.block.deco.VerticalSlabBlock
youkaishomecoming:deepslate_brick_slab_with_end_stone_brick raw_id=4576 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_brick_slab_with_mossy_stone_brick raw_id=4555 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_brick_slab_with_polished_blackstone_brick raw_id=4570 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_brick_slab_with_purpur_block raw_id=4579 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_brick_slab_with_stone_brick raw_id=4540 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_brick_slab_with_tuff_brick raw_id=4573 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_brick_stairs_with_end_stone_brick raw_id=4577 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_brick_stairs_with_mossy_stone_brick raw_id=4556 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_brick_stairs_with_polished_blackstone_brick raw_id=4571 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_brick_stairs_with_purpur_block raw_id=4580 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_brick_stairs_with_stone_brick raw_id=4541 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_brick_stairs_with_tuff_brick raw_id=4574 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_brick_vertical_slab raw_id=4151 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:deepslate_tiles_slab_with_light_yellow_cross_framed_sikkui raw_id=4504 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_tiles_slab_with_light_yellow_sikkui raw_id=4450 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_tiles_slab_with_nether_brick raw_id=4531 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_tiles_slab_with_red_nether_brick raw_id=4534 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_tiles_slab_with_sikkui raw_id=4426 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:deepslate_tiles_stairs_with_brick raw_id=4527 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_tiles_stairs_with_brown_cross_framed_sikkui raw_id=4518 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_tiles_stairs_with_brown_sikkui raw_id=4473 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_tiles_stairs_with_cross_framed_sikkui raw_id=4491 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_tiles_stairs_with_light_yellow_cross_framed_sikkui raw_id=4505 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_tiles_stairs_with_light_yellow_sikkui raw_id=4451 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_tiles_stairs_with_nether_brick raw_id=4532 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_tiles_stairs_with_red_nether_brick raw_id=4535 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_tiles_stairs_with_sikkui raw_id=4427 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:deepslate_tiles_vertical_slab raw_id=4136 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:diorite_vertical_slab raw_id=4141 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:donation_box raw_id=4983 class=dev.xkmc.youkaishomecoming.content.block.donation.DonationBoxBlock
youkaishomecoming:dried_fish raw_id=5073 class=dev.xkmc.youkaishomecoming.content.block.food.FoodSaucerBlock
youkaishomecoming:drying_rack raw_id=4005 class=dev.xkmc.youkaishomecoming.content.pot.rack.DryingRackBlock
youkaishomecoming:end_stone_brick_slab_with_mossy_stone_brick raw_id=4564 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:end_stone_brick_slab_with_polished_blackstone_brick raw_id=4585 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:end_stone_brick_slab_with_purpur_block raw_id=4597 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:end_stone_brick_slab_with_stone_brick raw_id=4549 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:end_stone_brick_slab_with_tuff_brick raw_id=4591 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:end_stone_brick_stairs_with_deepslate_brick raw_id=4578 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:end_stone_brick_stairs_with_mossy_stone_brick raw_id=4565 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:end_stone_brick_stairs_with_polished_blackstone_brick raw_id=4586 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:end_stone_brick_stairs_with_purpur_block raw_id=4598 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:end_stone_brick_stairs_with_stone_brick raw_id=4550 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:end_stone_brick_stairs_with_tuff_brick raw_id=4592 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:end_stone_brick_vertical_slab raw_id=4154 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:fermentation_tank raw_id=4006 class=dev.xkmc.l2modularblock.core.DelegateEntityBlockImpl
youkaishomecoming:fine_grid_framed_shoji raw_id=4074 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinDoorBlock
youkaishomecoming:fine_grid_framed_sikkui raw_id=4072 class=net.minecraft.world.level.block.Block
youkaishomecoming:fine_grid_framed_sikkui_trap_door raw_id=4073 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinTrapdoorBlock
youkaishomecoming:framed_sikkui raw_id=4063 class=net.minecraft.world.level.block.Block
youkaishomecoming:framed_sikkui_trap_door raw_id=4064 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinTrapdoorBlock
youkaishomecoming:golden_apple_basket raw_id=4990 class=dev.xkmc.l2modularblock.core.DelegateBlockImpl
youkaishomecoming:golden_carrot_basket raw_id=4993 class=dev.xkmc.l2modularblock.core.DelegateBlockImpl
youkaishomecoming:granite_vertical_slab raw_id=4139 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:gray_concrete_slab raw_id=4178 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:gray_concrete_slab_with_green_concrete raw_id=4867 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_light_blue_concrete raw_id=4735 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_light_gray_concrete raw_id=4852 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_lime_concrete raw_id=4798 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_magenta_concrete raw_id=4699 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_orange_concrete raw_id=4660 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_pink_concrete raw_id=4825 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_purple_concrete raw_id=4858 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_red_concrete raw_id=4870 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_white_concrete raw_id=4618 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_slab_with_yellow_concrete raw_id=4768 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:gray_concrete_stairs raw_id=4177 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:gray_concrete_stairs_with_black_concrete raw_id=4875 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_blue_concrete raw_id=4863 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_brown_concrete raw_id=4866 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_cyan_concrete raw_id=4857 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_green_concrete raw_id=4868 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_light_blue_concrete raw_id=4736 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_light_gray_concrete raw_id=4853 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_lime_concrete raw_id=4799 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_magenta_concrete raw_id=4700 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_orange_concrete raw_id=4661 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_pink_concrete raw_id=4826 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_purple_concrete raw_id=4859 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_red_concrete raw_id=4871 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_white_concrete raw_id=4619 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_stairs_with_yellow_concrete raw_id=4769 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:gray_concrete_vertical_slab raw_id=4179 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:green_concrete_slab raw_id=4196 class=net.minecraft.world.level.block.SlabBlock
youkaishomecoming:green_concrete_slab_with_light_blue_concrete raw_id=4753 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_slab_with_light_gray_concrete raw_id=4888 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_slab_with_lime_concrete raw_id=4816 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_slab_with_magenta_concrete raw_id=4717 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_slab_with_orange_concrete raw_id=4678 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_slab_with_pink_concrete raw_id=4843 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_slab_with_purple_concrete raw_id=4921 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_slab_with_red_concrete raw_id=4951 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_slab_with_white_concrete raw_id=4636 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_slab_with_yellow_concrete raw_id=4786 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedSlabBlock
youkaishomecoming:green_concrete_stairs raw_id=4195 class=net.minecraft.world.level.block.StairBlock
youkaishomecoming:green_concrete_stairs_with_black_concrete raw_id=4956 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_blue_concrete raw_id=4935 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_brown_concrete raw_id=4944 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_cyan_concrete raw_id=4908 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_gray_concrete raw_id=4869 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_light_blue_concrete raw_id=4754 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_light_gray_concrete raw_id=4889 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_lime_concrete raw_id=4817 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_magenta_concrete raw_id=4718 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_orange_concrete raw_id=4679 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_pink_concrete raw_id=4844 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_purple_concrete raw_id=4922 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_red_concrete raw_id=4952 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_white_concrete raw_id=4637 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_stairs_with_yellow_concrete raw_id=4787 class=dev.xkmc.youkaishomecoming.content.block.combined.CombinedStairsBlock
youkaishomecoming:green_concrete_vertical_slab raw_id=4197 class=dev.xkmc.youkaishomecoming.content.block.variants.VerticalSlabBlock
youkaishomecoming:green_tea_bag raw_id=5032 class=net.minecraft.world.level.block.Block
youkaishomecoming:grid_framed_sikkui raw_id=4070 class=net.minecraft.world.level.block.Block
youkaishomecoming:grid_framed_sikkui_trap_door raw_id=4071 class=dev.xkmc.youkaishomecoming.content.block.variants.ThinTrapdoorBlock
youkaishomecoming:hay_slab raw_id=4111 class=dev.xkmc.youkaishomecoming.content.block.variants.HaySlabBlock
youkaishomecoming:hay_stairs raw_id=4110 class=dev.xkmc.youkaishomecoming.content.block.variants.HayStairBlock
youkaishomecoming:hay_trap_door raw_id=4112 class=dev.xkmc.youkaishomecoming.content.block.variants.HayTrapDoorBlock
